section,text
1,"Long, long ago Japan was governed by Hohodemi, the fourth Mikoto (or Augustness) in descent from the illustrious Amaterasu, the Sun Goddess. He was not only as handsome as his ancestress was beautiful, but he was also very strong and brave, and was famous for being the greatest hunter in the land. Because of his matchless skill as a hunter, he was called ""Yama-sachi-hiko"" or ""The Happy Hunter of the Mountains."""
2,"His elder brother was a very skillful fisher, and as he far surpassed all rivals in fishing, he was named ""Umi-sachi-hiko"" or the ""Skillful Fisher of the Sea."" The brothers thus led happy lives, thoroughly enjoying their respective occupations, and the days passed quickly and pleasantly while each pursued his own way, the one hunting and the other fishing."
3,"One day the Happy Hunter came to his brother, the Skillful Fisher, and said:

""Well, my brother, I see you go to the sea every day with your fishing rod in your hand, and when you return you come laden with fish. And as for me, it is my pleasure to take my bow and arrow and to hunt the wild animals up the mountains and down in the valleys. For a long time we have each followed our favorite occupation, so that now we must both be tired, you of your fishing and I of my hunting. Would it not be wise for us to make a change? Will you try hunting in the mountains and I will go and fish in the sea?"""
4,"The Skillful Fisher listened in silence to his brother, and for a moment was thoughtful, but at last he answered:

""O yes, why not? Your idea is not a bad one at all. Give me your bow and arrow and I will set out at once for the mountains and hunt for game."""
5,"So the matter was settled by this talk, and the two brothers each started out to try the other's occupation, little dreaming of all that would happen. It was very unwise of them, for the Happy Hunter knew nothing of fishing, and the Skillful Fisher, who was bad tempered, knew as much about hunting."
6,"The Happy Hunter took his brother's much-prized fishing hook and rod
and went down to the seashore and sat down on the rocks. He baited his
hook and then threw it into the sea clumsily. He sat and gazed at the
little float bobbing up and down in the water, and longed for a good
fish to come and be caught. Every time the buoy moved a little he
pulled up his rod, but there was never a fish at the end of it, only
the hook and the bait. If he had known how to fish properly, he would
have been able to catch plenty of fish, but although he was the
greatest hunter in the land he could not help being the most bungling
fisher."
7,"The whole day passed in this way, while he sat on the rocks holding the fishing rod and waiting in vain for his luck to turn. At last the day began to darken, and the evening came; still he had caught not a single fish. Drawing up his line for the last time before going home, he found that he had lost his hook without even knowing when he had dropped it."
8,"He now began to feel extremely anxious, for he knew that his brother would be angry at his having lost his hook, for, it being his only one, he valued it above all other things. The Happy Hunter now set to work to look among the rocks and on the sand for the lost hook, and while he was searching to and fro, his brother, the Skillful Fisher, arrived on the scene. He had failed to find any game while hunting that day, and was not only in a bad temper, but looked fearfully cross. When he saw the Happy Hunter searching about on the shore he knew that something must have gone wrong, so he said at once:

""What are you doing, my brother?""

The Happy Hunter went forward timidly, for he feared his brother's anger, and said:

""Oh, my brother, I have indeed done badly.""

""What is the matter?-what have you done?"" asked the elder brother impatiently.

""I have lost your precious fishing hook-"""
9,"While he was still speaking his brother stopped him, and cried out fiercely:

""Lost my hook! It is just what I expected. For this reason, when you first proposed your plan of changing over our occupations I was really against it, but you seemed to wish it so much that I gave in and allowed you to do as you wished. The mistake of our trying unfamiliar tasks is soon seen! And you have done badly. I will not return you your bow and arrow till you have found my hook. Look to it that you find it and return it to me quickly."""
10,"The Happy Hunter felt that he was to blame for all that had come to pass, and bore his brother's scornful scolding with humility and patience. He hunted everywhere for the hook most diligently, but it was nowhere to be found. He was at last obliged to give up all hope of finding it. He then went home, and in desperation broke his beloved sword into pieces and made five hundred hooks out of it.

He took these to his angry brother and offered them to him, asking his forgiveness, and begging him to accept them in the place of the one he had lost for him. It was useless; his brother would not listen to him, much less grant his request."
